"proposed_use","status_date","permit_number","proposed_occupancy","data_loaded_at","description","primary_address_flag","revised_cost","street_name","supervisor_district","street_suffix","lot","filed_date","issued_date","plansets","block","application_submission_method","point_source","data_as_of","neighborhoods_analysis_boundaries","existing_occupancy","permit_type_definition","last_permit_activity_date","permit_type","permit_creation_date","zipcode","record_id","adu","estimated_cost","street_number","existing_use","location","status"
"apartments","2023-08-25T09:28:07.000","202308224933","R-2","2023-09-02T04:14:29.000","unit #7: exploratory work to identify orientation of framing. one 3'x3' hole on the 3rd floor. patch hole to match existing finishes.","Y","5000","Mariposa","10","St","030","2023-08-22T11:03:48.000","2023-08-25T09:28:07.000","0","4003","in-house","parcel_centroid","2023-09-01T23:55:00.000","Potrero Hill","R-2","otc alterations permit","2023-08-25T09:24:08.000","8","2023-08-22T00:00:00.000","94107","1676519249506","N","5000","1335","apartments","{""coordinates"":[-122.39729244,37.763660109],""type"":""Point""}","issued"
"apartments","2023-08-22T11:29:26.000","202308224938","R-2","2023-09-02T04:14:29.000","install remote power supply, lf sounders to comply with 1103.7.6.1. ref pa# 201910043593.","Y","0","Chestnut","3","St","015","2023-08-22T11:29:26.000","","2","0048","in-house","parcel_centroid","2023-09-01T23:55:00.000","Russian Hill","R-2","otc alterations permit","2023-08-22T12:49:25.000","8","2023-08-22T00:00:00.000","94109","167652456676","N","10000","900","apartments","{""coordinates"":[-122.418496714,37.803378414],""type"":""Point""}","filed"
"1 family dwelling","2023-08-22T15:06:19.000","202308224973","R-3","2023-09-02T04:14:29.000","interior remodel of bedroom and enlarge existing bathroom at 3rd fl, 2 new windows","Y","0","Steiner","2","St","006","2023-08-22T15:06:19.000","","2","0514","in-house","parcel_centroid","2023-09-01T23:55:00.000","Marina","R-3","otc alterations permit","2023-08-22T16:06:25.000","8","2023-08-22T00:00:00.000","94123","167656572577","N","25000","3125","1 family dwelling","{""coordinates"":[-122.437708179,37.798240096],""type"":""Point""}","filed"
"residential hotel","2023-08-22T13:05:46.000","202308224959","R-2,M","2023-09-02T04:14:29.000","response to nov 202290808, to document upgade to sub sidewalk basement steel column and support beam and concrete arches above sidewalk","","0","06th","1","Av","005","2023-08-22T13:05:46.000","","2","1427","in-house","parcel_centroid","2023-09-01T23:55:00.000","Inner Richmond","R-2,M","otc alterations permit","2023-08-22T13:20:22.000","8","2023-08-22T00:00:00.000","94118","1676549404283","N","7336","211","residential hotel","{""coordinates"":[-122.464850142,37.784328641],""type"":""Point""}","filed"
"office","2023-08-22T15:39:19.000","202308224917","B","2023-09-02T04:14:29.000","7/f:  add (4), relocate (45) f/s per t.i., ref bpa#202307252868","Y","13292","California","3","St","001","2023-08-22T08:58:53.000","2023-08-22T15:39:19.000","2","0260","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B","otc alterations permit","2023-08-22T15:37:57.000","8","2023-08-22T00:00:00.000","94104","167648566056","N","13284","425","office","{""coordinates"":[-122.401353281,37.792795755],""type"":""Point""}","issued"
"1 family dwelling","2023-08-22T14:12:22.000","202308224961","R-3","2023-09-02T04:14:29.000","replace (e) 15 windows with new, same size. 2 street facing on 3rd fl. 3 windows in left lightwell not seen from street. 3 windows in right lightwell not seen from street. 7 windows facing backyard. marvin elevate windows. max u-factor 0.30.","Y","11000","17th","7","Av","003B","2023-08-22T13:16:06.000","2023-08-22T14:12:22.000","0","2480","in-house","parcel_centroid","2023-09-01T23:55:00.000","West of Twin Peaks","R-3","otc alterations permit","2023-08-22T14:08:49.000","8","2023-08-22T00:00:00.000","94116","1676550137724","N","11000","2654","1 family dwelling","{""coordinates"":[-122.472891471,37.738394619],""type"":""Point""}","issued"
"1 family dwelling","2023-08-22T11:20:03.000","202308224930","R-3","2023-09-02T04:14:29.000","reroofing","Y","5800","30th","4","Av","007","2023-08-22T10:34:12.000","2023-08-22T11:20:03.000","0","2431","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-22T11:16:57.000","8","2023-08-22T00:00:00.000","94116","1676516135775","N","5800","2535","1 family dwelling","{""coordinates"":[-122.487626507,37.73996325],""type"":""Point""}","issued"
"apartments","2023-08-22T13:00:19.000","202308224957","R-2","2023-09-02T04:14:29.000","replacing 5 windows and 2 doors.","Y","20000","Carolina","","St","012","2023-08-22T13:00:19.000","","0","4071","in-house","eas_address_point","2023-09-01T23:55:00.000","","R-2","otc alterations permit","2023-08-22T13:33:11.000","8","2023-08-22T00:00:00.000","","1676544262362","N","20000","672","apartments","","filed"
"2 family dwelling","2023-08-22T10:15:20.000","202308224921","R-3","2023-09-02T04:14:29.000","to comply with physical inspection report cc - 8619.","Y","500","Balboa","1","St","036","2023-08-22T09:11:10.000","2023-08-22T10:15:20.000","0","1602","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Richmond","R-3","otc alterations permit","2023-08-22T10:12:34.000","8","2023-08-22T00:00:00.000","94121","1676500106297","N","500","4131","2 family dwelling","{""coordinates"":[-122.503270589,37.775194259],""type"":""Point""}","issued"
"2 family dwelling","2023-08-22T14:00:20.000","202308224966","R-3","2023-09-02T04:14:29.000","condo conversion to comply with physical inspection report 8586 to show as-built conditions at basement storage area and electrical work.","Y","10000","Hayes","5","St","029","2023-08-22T14:00:20.000","","2","1208","in-house","parcel_centroid","2023-09-01T23:55:00.000","Lone Mountain/USF","R-3","otc alterations permit","2023-08-23T13:37:01.000","8","2023-08-22T00:00:00.000","94117","167655792428","N","10000","1763","2 family dwelling","{""coordinates"":[-122.445426741,37.773737342],""type"":""Point""}","filed"
"apartments","2023-08-29T13:12:07.000","202308224923","R-2","2023-09-02T04:14:29.000","submitting as built for pa# 202305117550.","Y","56635","Jefferson","2","St","027","2023-08-22T09:25:51.000","2023-08-22T15:05:49.000","2","0913","in-house","parcel_centroid","2023-09-01T23:55:00.000","Marina","R-2","otc alterations permit","2023-08-22T14:56:20.000","8","2023-08-22T00:00:00.000","94123","1676507238085","N","56635","1895","apartments","{""coordinates"":[-122.443456483,37.804515415],""type"":""Point""}","complete"
"office","2023-08-22T09:30:33.000","202308224902","B,M","2023-09-02T04:14:29.000","14/f: f/a t.i., ref bpa#202306139924","Y","18999","01st","6","St","001","2023-08-22T07:48:16.000","2023-08-22T09:30:33.000","2","3721","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B,M","otc alterations permit","2023-08-22T09:26:18.000","8","2023-08-22T00:00:00.000","94105","1676460164663","N","18999","100","office","{""coordinates"":[-122.397593409,37.789487633],""type"":""Point""}","issued"
"2 family dwelling","2023-08-24T14:51:57.000","202308224905","R-3","2023-09-02T04:14:29.000","2nd fl. kitchen remodel, 2 new bathrooms 3rd fl. kitchen remodel, 2 new bathrooms","Y","325000","21st","8","St","024","2023-08-22T08:07:37.000","2023-08-24T14:51:57.000","2","3603","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3","otc alterations permit","2023-08-24T14:44:02.000","8","2023-08-22T00:00:00.000","94114","1676464161312","N","150000","3878","2 family dwelling","{""coordinates"":[-122.434237827,37.756236177],""type"":""Point""}","issued"
"apartments","2023-08-25T11:53:42.000","202308224976","R-2","2023-09-02T04:14:29.000","bathroom remodel - partial. replace tub, tile, adde niche, replace countertop, sink, faucet, and mirror. unit #s1603.","Y","15000","01st","6","St","303","2023-08-22T15:26:02.000","2023-08-25T11:53:42.000","0","3748","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","R-2","otc alterations permit","2023-08-25T11:46:07.000","8","2023-08-22T00:00:00.000","94105","1676568447645","N","15000","355","apartments","{""coordinates"":[-122.393642197,37.78703112],""type"":""Point""}","issued"
"office","2023-08-22T12:13:10.000","202308224947","B","2023-09-02T04:14:29.000","11th, 14th, & 15th floor:to renew  approved pa#202001151890. fire only permit.","Y","1","California","3","St","008","2023-08-22T12:03:31.000","2023-08-22T12:13:10.000","0","0238","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B","otc alterations permit","2023-08-22T12:05:20.000","8","2023-08-22T00:00:00.000","94104","1676534297063","N","1","350","office","{""coordinates"":[-122.400813004,37.79338673],""type"":""Point""}","issued"
"1 family dwelling","2023-08-22T11:10:58.000","202308224926","R-3","2023-09-02T04:14:29.000","kitchen remodel with everything staying in the same location. replace 2 new windows in extg opening at the back(same size, same location, max u-factor 0.30; not visible from street)","Y","30000","Bush","2","St","035","2023-08-22T10:12:58.000","2023-08-22T11:10:58.000","0","1049","in-house","parcel_centroid","2023-09-01T23:55:00.000","Pacific Heights","R-3","otc alterations permit","2023-08-22T11:07:40.000","8","2023-08-22T00:00:00.000","94115","1676511273624","N","30000","2634","1 family dwelling","{""coordinates"":[-122.440756393,37.786377976],""type"":""Point""}","issued"
"apartments","2023-08-23T09:39:06.000","202308224932","R-2","2023-09-02T04:14:29.000","front stairs repair in kind less than 50% repair due to dry rot and general deteriation.","Y","25000","Haight","5","St","019","2023-08-22T10:56:02.000","2023-08-23T09:39:06.000","0","1238","in-house","parcel_centroid","2023-09-01T23:55:00.000","Haight Ashbury","R-2","otc alterations permit","2023-08-23T09:37:46.000","8","2023-08-22T00:00:00.000","94117","167651893447","N","25000","878","apartments","{""coordinates"":[-122.436691285,37.77154933],""type"":""Point""}","issued"
"1 family dwelling","2023-08-22T13:07:09.000","202308224960","R-3","2023-09-02T04:14:29.000","interior remodel of (e) 3-story single family residence for 5 bed 3.5 bath layout. relocate (e) kitchen.","Y","0","21st","1","Av","014A","2023-08-22T13:07:09.000","","2","1623","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Richmond","R-3","otc alterations permit","2023-08-29T14:29:46.000","8","2023-08-22T00:00:00.000","94121","1676547107280","N","110000","671","1 family dwelling","{""coordinates"":[-122.480405852,37.77517064],""type"":""Point""}","filed"
"apartments","2023-08-22T13:41:18.000","202308224939","R-2","2023-09-02T04:14:29.000","verify sound levels in sleeping areas to comply with sffc 1103.7.6.1. indicating the dba is at least 75 dba.","Y","1","Pine","3","St","019","2023-08-22T11:33:07.000","2023-08-22T13:41:18.000","2","0272","in-house","parcel_centroid","2023-09-01T23:55:00.000","Nob Hill","R-2","otc alterations permit","2023-08-22T13:40:00.000","8","2023-08-22T00:00:00.000","94108","167652566256","N","1","755","apartments","{""coordinates"":[-122.408285432,37.790983313],""type"":""Point""}","issued"
"artist live/work","2023-08-22T08:13:06.000","202308224906","R-2,B,S-2","2023-09-02T04:14:29.000","revision to 201604013788 to reduce scope of work. delete work at lot# and unit#: 289/301, 292/304, 296/308, 298/310, 299,311, 301/313, 302/501","","1","Bluxome","6","St","292","2023-08-22T08:13:06.000","","2","3785","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission Bay","R-2,B,S-2","otc alterations permit","2023-08-22T10:04:23.000","8","2023-08-22T00:00:00.000","94107","1676467506936","N","1","178","artist live/work","{""coordinates"":[-122.400134696,37.77457959],""type"":""Point""}","filed"
"residential hotel","2023-08-22T13:05:46.000","202308224959","R-2,M","2023-09-02T04:14:29.000","response to nov 202290808, to document upgade to sub sidewalk basement steel column and support beam and concrete arches above sidewalk","","0","Howard","6","St","124","2023-08-22T13:05:46.000","","2","3732","in-house","parcel_centroid","2023-09-01T23:55:00.000","South of Market","R-2,M","otc alterations permit","2023-08-22T13:20:22.000","8","2023-08-22T00:00:00.000","94103","1676548249309","N","7336","995","residential hotel","{""coordinates"":[-122.40679621,37.779707149],""type"":""Point""}","filed"
"office","2023-08-22T11:20:40.000","202308224936","B","2023-09-02T04:14:29.000","deferred mep submittal for approved bpa#202307172307","Y","","Pacific","3","Av","010","2023-08-22T11:20:40.000","","2","0164","in-house","parcel_centroid","2023-09-01T23:55:00.000","North Beach","B","additions alterations or repairs","2023-08-28T09:01:22.000","3","2023-08-22T00:00:00.000","94133","1676522295293","N","2094002","450","office","{""coordinates"":[-122.403062351,37.797636249],""type"":""Point""}","filed"
"2 family dwelling","2023-08-22T11:38:43.000","202308224942","R-3,A-2","2023-09-02T04:14:29.000","to comply with nov 202286294. existing roof deck expansion.","Y","0","Union","2","St","001","2023-08-22T11:38:43.000","","2","0542","in-house","parcel_centroid","2023-09-01T23:55:00.000","Marina","R-3,A-2","otc alterations permit","2023-08-22T11:47:40.000","8","2023-08-22T00:00:00.000","94123","1676528496564","N","12000","1905","2 family dwelling","{""coordinates"":[-122.430708543,37.797534826],""type"":""Point""}","filed"
"apartments","2023-08-22T14:40:21.000","202308224952","R-2","2023-09-02T04:14:29.000","unit #5:  replace kitchen cabinets, (n) electrical & upgrade electrical wiring in the apartment, (n) kitchen sink, (n) toilet, sink & upgrade shower pan in-kind","Y","75000","Ashbury","5","St","007","2023-08-22T12:27:36.000","2023-08-22T14:40:21.000","0","1231","in-house","parcel_centroid","2023-09-01T23:55:00.000","Haight Ashbury","R-2","otc alterations permit","2023-08-22T14:08:32.000","8","2023-08-22T00:00:00.000","94117","1676539240694","N","35000","535","apartments","{""coordinates"":[-122.447292835,37.77032197],""type"":""Point""}","issued"
"1 family dwelling","2023-08-22T09:18:35.000","202308224916","R-3","2023-09-02T04:14:29.000","reroofing","Y","11000","Moraga","4","St","019A","2023-08-22T08:56:27.000","2023-08-22T09:18:35.000","0","1922","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-08-22T09:09:18.000","8","2023-08-22T00:00:00.000","94122","1676484120587","N","11000","1516","1 family dwelling","{""coordinates"":[-122.479165139,37.756209275],""type"":""Point""}","issued"
"apartments","2023-08-22T12:49:22.000","202308224944","R-2","2023-09-02T04:14:29.000","unit 401: bathroom remodel tub for walk-in shower convert, (2) recessed lights, (1) fan","Y","30000","Clara","6","St","373","2023-08-22T11:47:17.000","2023-08-22T12:49:22.000","0","3753","in-house","parcel_centroid","2023-09-01T23:55:00.000","South of Market","R-2","otc alterations permit","2023-08-22T12:29:05.000","8","2023-08-22T00:00:00.000","94107","1676531508949","N","30000","259","apartments","{""coordinates"":[-122.403505934,37.778347076],""type"":""Point""}","issued"
"apartments","2023-08-22T14:44:06.000","202308224972","R-2","2023-09-02T04:14:29.000","upgrade fire alarm system to current codes, nfpa 72 2022, to comply with sffc sec 1103.7.6.1 to provide low frequency sounders in sleeping areas","Y","0","Sacramento","3","St","006","2023-08-22T14:44:06.000","","2","0223","in-house","parcel_centroid","2023-09-01T23:55:00.000","Nob Hill","R-2","otc alterations permit","2023-08-22T16:06:08.000","8","2023-08-22T00:00:00.000","94108","1676564233046","N","5000","1022","apartments","{""coordinates"":[-122.409880696,37.793164687],""type"":""Point""}","filed"
"apartments","2023-08-25T09:12:13.000","202308224929","R-2","2023-09-02T04:14:29.000","revision to permit application 202307071699. add new concrete footing to new wall panel to strengthen (e) damaged retaining wall to comply with nov 202200131.","Y","3000","Presidio","2","Av","018","2023-08-22T10:33:53.000","2023-08-25T09:12:13.000","2","1007","in-house","parcel_centroid","2023-09-01T23:55:00.000","Presidio Heights","R-2","otc alterations permit","2023-08-25T09:06:29.000","8","2023-08-22T00:00:00.000","94115","1676515238669","N","1","332","apartments","{""coordinates"":[-122.44676286,37.788626487],""type"":""Point""}","issued"
